timestamp,x,y,z,qx,qy,qz,qw
806.39,-0.4384160313359514,-0.4398894781492831,0.030001550436385402,-6.297602699165036e-06,5.932987002635748e-06,-0.7838580635730803,-0.620940042271877
316.641,-0.007355534335479884,0.00018203136228888772,0.030000392597257446,2.7267407983944295e-08,-1.327796431939948e-05,0.014548487404174611,0.9998941650684564
806.59,-0.43841799763235995,-0.4398717782577627,0.03000150633515381,-5.3085693846842385e-06,6.5184131013711445e-06,-0.6958433429922211,-0.7181935964228164
806.7,-0.4384170779105049,-0.4398621040197471,0.030001491813584854,-4.769266026516973e-06,6.8254295692698206e-06,-0.6422315345543459,-0.7665107017874164
806.76,-0.43841598487065103,-0.4398569007732905,0.030001489519468176,-4.484292349434693e-06,7.001494626334521e-06,-0.6115614818777552,-0.7911969121617919
316.851,-0.007353669767176475,0.00018212148947474105,0.030000251430230235,1.0581829541287091e-07,-1.2492057232821835e-05,0.014547565382622344,0.9998941784935922
316.911,-0.007353135488109945,0.00018214639879450762,0.030000224301930375,1.2091267057850208e-07,-1.2341028200346295e-05,0.014547313775419023,0.9998941821560939
806.95,-0.43840985601586563,-0.4398411727419752,0.030001509655975568,-3.61153404411184e-06,7.615325319118047e-06,-0.5084243899955474,-0.8611066365942253
317.001,-0.007352333162544383,0.0001821832688347454,0.030000191360258107,1.3924090711081126e-07,-1.2157634901838427e-05,0.014546943305552782,0.9998941875481813
807.19,-0.4383968321836294,-0.4398241263906206,0.030001565279276107,-2.463091980671253e-06,8.383916479016642e-06,-0.3670721040256929,-0.9301924910306436
807.27,-0.4379922990075489,-0.43962726977868927,0.029999500924769752,0.000670985855988493,-0.0019440656221023191,-0.3186547832807039,-0.947868608763454
807.4,-0.4370090362774911,-0.4389883311808269,0.030001111364048587,0.004798682430061958,-0.019677130098371617,-0.23682385506056278,-0.9713414666698218
317.141,-0.007351083447818117,0.0001822397218584575,0.030000154242022417,1.598912700530417e-07,-1.1950989822885943e-05,0.014546379666576783,0.9998941957506026
807.53,-0.4369946677008994,-0.4389647007620283,0.03000098302197343,0.003003196933371314,-0.01937556553627386,-0.15319240932379288,-0.988001849185466
317.201,-0.00735054738845739,0.0001822636613112886,0.030000142328199583,1.6651876578810818e-07,-1.1884663061375901e-05,0.014546141683153309,0.9998941992135271
807.62,-0.4376385974822883,-0.43913051441357565,0.030003166673524914,0.0006996466735541162,-0.007290817318611589,-0.09404401458031685,-0.995541097995947
807.77,-0.4381067111219631,-0.43920376094737595,0.030001213478688792,5.633261917574307e-07,6.746084108853566e-06,0.004320891051033998,-0.9999906648837767
807.84,-0.4381005267338152,-0.43920404817032427,0.030001254994381797,9.195167986559151e-07,6.941680939347673e-06,0.05023818601333391,-0.9987372650587626
317.411,-0.007348669673441666,0.00018234662727579804,0.03000011351193581,1.8254608897001353e-07,-1.1724236902927957e-05,0.014545320275073183,0.9998942111646634
807.9,-0.43809525902379254,-0.439204750206227,0.030001286199333,1.2353635404505622e-06,7.0702598174810615e-06,0.08951443184602993,-0.9959855252159883
317.581,-0.0073471484729942665,0.0001824131646449255,0.030000099974956628,1.9007216845004148e-07,-1.1648873766933e-05,0.014544664091626532,0.9998942207107357
808.24,-0.43806753512292007,-0.4392163495976624,0.030001444313667736,3.1576653790221505e-06,7.419121183467273e-06,0.3076829099561583,-0.9514889525663954
317.631,-0.007346700933222712,0.00018243266448503118,0.030000097086615097,1.9167739377134153e-07,-1.1632793788010808e-05,0.014544472075307275,0.9998942235040124
808.41,-0.4380561708201649,-0.4392264957610962,0.030001510666282857,4.142687050165007e-06,7.34521752804828e-06,0.4117071305955678,-0.9113162121599998
808.56,-0.4380481945193194,-0.43923734226281697,0.030001541814180393,4.93174006789398e-06,7.0520029649931365e-06,0.4992887477363303,-0.8664356561856362
317.811,-0.007345089460253487,0.0001825026829700224,0.0300000895081788,1.95887083774718e-07,-1.1590603141791242e-05,0.01454378334169955,0.9998942335225908
808.66,-0.4380441217439724,-0.4392453374826243,0.030001543959085976,5.3823045212885535e-06,6.728622556633611e-06,0.55504221450471,-0.8318221805430918
317.921,-0.00734410448610294,0.00018254537016665242,0.03000008645983987,1.9757876000220274e-07,-1.1573632465656901e-05,0.014543363866866294,0.9998942396240955
808.99,-0.4380386268168604,-0.4392740886899137,0.03000149360236199,6.482371213869891e-06,5.2401209222263606e-06,0.7208308796292167,-0.6931109888780367
317.961,-0.007342855120571749,0.0001823319906824497,0.030000904677469714,-2.1256358091984581e-07,-5.037452296107859e-06,0.014557198323616105,0.9998940383618387
809.13,-0.4380401357617251,-0.4392863652582709,0.030001482048742686,6.892096865206213e-06,4.575132070677492e-06,0.7813801387097835,-0.6240553491169246
318.041,-0.007334823759897295,0.00018255024258492444,0.030000713116349033,-2.3063617341776882e-07,-3.97329420013133e-06,0.014557637728511486,0.9998940319693509
809.27,-0.4380438904460014,-0.43929821225142596,0.030001491823026274,7.339400559784904e-06,3.936195926280476e-06,0.835335832061025,-0.5497399818146343
809.52,-0.4380557750717066,-0.4393170730091071,0.030001548155765913,8.183815017928688e-06,2.7798820307923588e-06,0.9139027584016407,-0.4059331818306672
809.57,-0.4380588636009885,-0.43932033932284303,0.03000155980803608,8.331651003537929e-06,2.5316327391494292e-06,0.9267281152606089,-0.3757326181072041
318.231,-0.007315773984782115,0.0001831425120332093,0.030000404054220827,-5.8378856442884084e-08,-2.253636547949928e-06,0.014558876808880131,0.9998940139339677
318.311,-0.007307739688649888,0.00018338945492222083,0.03000031620502527,-9.417032963952529e-09,-1.7648333372815893e-06,0.014559436142763678,0.9998940057906589
809.84,-0.43807872489769945,-0.43933407269944813,0.030001578540442796,8.74513027811296e-06,1.0647826068552123e-06,0.9784486489992571,-0.2064902932196031
810.08,-0.43809934156688557,-0.4393397850203629,0.030001530209595326,8.534027981084224e-06,-2.9839174049749625e-07,0.9987266531059108,-0.050448709626181934
318.471,-0.007291655358749455,0.00018388047958613424,0.0300001903977607,6.069906313355548e-08,-1.064826878686525e-06,0.014560599175925478,0.9998939888560691
318.501,-0.00728863774222438,0.00018397221966715048,0.0300001725302097,7.065703901895898e-08,-9.654097010485765e-07,0.014560822331144297,0.9998939856065263
810.24,-0.438113514562438,-0.4393398638004755,0.030001498986621803,8.282601147100526e-06,-1.1796480004487506e-06,0.9985133618400917,0.05450748716282151
